kappa,tau_stdp,tau_sr,asymm,frac,R2,skill,area,L2
0.5,0.02,2.0,0.8,0.8,0.91831,-1.37325,0.3018,0.28189
0.5,0.025,3.0,0.6,0.7,0.85543,-1.98301,0.33913,0.34487
0.5,0.02,3.0,0.9,0.6,0.94782,-0.6713,0.21983,0.19321
0.5,0.02,3.0,0.7,0.7,0.87607,-1.73958,0.30553,0.3168
0.5,0.02,4.0,0.6,0.8,0.82058,-2.14154,0.39107,0.3544
0.5,0.03,3.0,0.7,0.8,0.8813,-1.70404,0.29477,0.31273
0.5,0.025,2.0,0.6,0.7,0.88182,-1.93679,0.35369,0.3488
1.0,0.025,2.0,0.9,0.6,0.79436,-2.22847,0.42778,0.38368
0.5,0.02,3.0,0.8,0.6,0.90928,-1.29674,0.24832,0.2656
0.5,0.02,4.0,0.7,0.6,0.83814,-2.0163,0.37296,0.3404
0.1,0.025,10.0,0.9,0.6,0.77948,-2.5117,0.42777,0.35773
1.0,0.03,4.0,0.99,0.6,0.27448,-8.161,0.85258,1.03317
1.0,0.03,4.0,0.95,0.4,0.75684,-3.04752,0.42766,0.45661
1.0,0.025,4.0,0.99,0.4,0.33084,-7.91909,0.89983,1.0062
1.0,0.025,10.0,0.95,0.4,0.83717,-3.35424,0.45216,0.44286
0.25,0.025,5.0,0.9,0.6,0.9117,-1.11753,0.2665,0.23375
0.1,0.03,10.0,0.95,0.6,0.93999,-1.06455,0.23779,0.2103
1.0,0.025,5.0,0.95,0.6,0.64156,-4.20757,0.53943,0.57483
0.1,0.03,4.0,0.95,0.4,0.97566,-0.20497,0.17071,0.13599
1.0,0.025,10.0,0.95,0.6,0.68122,-4.69046,0.58201,0.57983
0.5,0.03,4.0,0.9,0.6,0.95924,-0.46747,0.19491,0.16553
0.1,0.025,4.0,0.9,0.4,0.89507,-1.49847,0.2877,0.28187
0.5,0.025,10.0,0.95,0.6,0.88993,-2.39426,0.3827,0.34574
1.0,0.03,10.0,0.9,0.6,0.88101,-2.36242,0.39054,0.34157
0.1,0.03,10.0,0.95,0.5,0.93548,-1.17483,0.2511,0.22135
0.5,0.025,4.0,0.9,0.4,0.95972,-0.47643,0.18254,0.16659
0.25,0.025,5.0,0.95,0.4,0.97222,-0.22424,0.17146,0.13513
0.25,0.025,4.0,0.99,0.4,0.52912,-5.52059,0.75319,0.73589
0.5,0.025,5.0,0.99,0.6,0.41647,-6.83302,0.74059,0.86513
0.25,0.03,10.0,0.9,0.4,0.83553,-2.03113,0.37225,0.30852
0.5,0.025,4.0,0.95,0.6,0.85341,-1.98267,0.32572,0.33665
0.5,0.025,10.0,0.99,0.4,0.56696,-6.97529,0.7488,0.81144
0.25,0.025,5.0,0.9,0.4,0.90295,-1.23189,0.28238,0.24638
0.1,0.025,4.0,0.9,0.6,0.88988,-1.50221,0.29313,0.28233
0.25,0.025,5.0,0.9,0.5,0.90812,-1.14674,0.27752,0.23706
0.1,0.03,4.0,0.9,0.6,0.91808,-1.13026,0.2462,0.24037
1.0,0.03,5.0,0.99,0.5,0.3482,-7.93222,0.84026,0.98607
1.0,0.03,5.0,0.9,0.6,0.88011,-1.8023,0.33849,0.30933
0.25,0.025,10.0,0.9,0.4,0.82245,-2.1444,0.38524,0.32013
1.0,0.03,5.0,0.99,0.4,0.37588,-7.72104,0.85924,0.96287
1.0,0.03,10.0,0.9,0.5,0.92292,-1.78136,0.3213,0.28331
0.25,0.025,5.0,0.95,0.6,0.96609,-0.39198,0.18775,0.15369
1.0,0.03,10.0,0.95,0.6,0.71813,-4.46865,0.54736,0.55664
0.25,0.025,10.0,0.9,0.5,0.81581,-2.21361,0.38938,0.32636
0.1,0.025,10.0,0.95,0.6,0.91154,-1.37769,0.27994,0.24219
1.0,0.025,5.0,0.9,0.5,0.91324,-1.33879,0.29899,0.25824
0.25,0.03,4.0,0.95,0.4,0.96288,-0.45046,0.18371,0.16365
1.0,0.03,4.0,0.9,0.6,0.87627,-1.66917,0.31844,0.30122
1.0,0.025,5.0,0.9,0.6,0.86314,-1.93552,0.36251,0.3241
0.25,0.03,4.0,0.99,0.5,0.48972,-5.96272,0.79752,0.78575
0.25,0.025,4.0,0.95,0.4,0.96963,-0.26277,0.16608,0.14246
0.25,0.025,4.0,0.99,0.6,0.49551,-5.69659,0.69681,0.75547
0.1,0.025,5.0,0.95,0.6,0.96449,-0.38687,0.18925,0.15314
0.5,0.025,10.0,0.99,0.6,0.52885,-7.05099,0.7484,0.81965
0.25,0.025,4.0,0.99,0.5,0.51934,-5.59419,0.74573,0.74397
0.25,0.03,10.0,0.9,0.6,0.85425,-1.87761,0.34759,0.29286
0.5,0.025,5.0,0.95,0.4,0.93405,-1.09497,0.24232,0.2313
0.25,0.03,4.0,0.9,0.6,0.94063,-0.87512,0.22089,0.21153
1.0,0.025,4.0,0.9,0.5,0.90847,-1.30448,0.28373,0.26
0.1,0.03,5.0,0.99,0.4,0.59353,-5.42699,0.71611,0.70949
0.5,0.03,4.0,0.9,0.4,0.96584,-0.33194,0.17467,0.15032
1.0,0.03,10.0,0.99,0.5,0.43776,-8.06877,0.8227,0.92444
0.5,0.025,10.0,0.95,0.5,0.91896,-2.22342,0.36535,0.32831
0.25,0.025,5.0,0.99,0.5,0.55578,-5.50878,0.68442,0.71847
0.1,0.03,5.0,0.9,0.4,0.89836,-1.33001,0.28793,0.25722
0.1,0.025,4.0,0.99,0.4,0.62259,-4.49981,0.65837,0.6205
0.1,0.03,4.0,0.99,0.5,0.53762,-5.42667,0.74868,0.72486
0.25,0.03,5.0,0.99,0.5,0.52343,-6.03567,0.75109,0.77654
0.1,0.03,5.0,0.95,0.4,0.97112,-0.21595,0.16602,0.13427
0.25,0.025,10.0,0.95,0.6,0.94091,-1.2925,0.26665,0.23334
0.25,0.03,4.0,0.99,0.6,0.49198,-6.14114,0.81118,0.80564
0.5,0.025,10.0,0.9,0.4,0.87953,-1.67957,0.31708,0.27255
0.25,0.025,4.0,0.95,0.5,0.97268,-0.16952,0.17113,0.13197
0.25,0.03,4.0,0.99,0.4,0.49907,-6.12442,0.8364,0.80386
0.1,0.03,10.0,0.95,0.4,0.93954,-1.13944,0.24833,0.21786
0.5,0.03,4.0,0.95,0.6,0.85074,-2.00527,0.31916,0.33896
1.0,0.025,10.0,0.99,0.5,0.43178,-8.00447,0.82109,0.91649
0.5,0.03,10.0,0.99,0.5,0.55303,-7.17785,0.77205,0.83255
0.5,0.03,5.0,0.9,0.5,0.95909,-0.44717,0.18996,0.15979
1.0,0.025,4.0,0.95,0.4,0.76721,-2.93815,0.42107,0.44436
0.25,0.03,10.0,0.99,0.6,0.63896,-5.95328,0.67559,0.70753
0.25,0.025,10.0,0.9,0.6,0.81741,-2.18901,0.38681,0.32447
0.5,0.03,4.0,0.95,0.4,0.91025,-1.25947,0.26168,0.25491
1.0,0.025,10.0,0.95,0.5,0.77695,-3.89271,0.49881,0.49813
0.25,0.025,5.0,0.99,0.4,0.57302,-5.44027,0.70617,0.71092
0.1,0.03,4.0,0.9,0.4,0.91542,-1.17874,0.24958,0.24584
1.0,0.03,4.0,0.99,0.5,0.30968,-7.88012,0.8533,1.002
0.1,0.025,5.0,0.99,0.5,0.63767,-4.79844,0.6472,0.64002
0.25,0.03,10.0,0.99,0.4,0.68495,-5.76345,0.68071,0.68676
0.25,0.03,5.0,0.99,0.4,0.53416,-5.94599,0.74775,0.76689
0.1,0.025,10.0,0.95,0.5,0.91415,-1.33656,0.27787,0.23779
0.1,0.03,10.0,0.99,0.6,0.71219,-5.22491,0.62537,0.63362
0.1,0.03,10.0,0.9,0.5,0.80965,-2.23805,0.39715,0.32965
0.5,0.03,4.0,0.99,0.5,0.40278,-7.08162,0.87049,0.91164
0.1,0.025,10.0,0.9,0.5,0.77524,-2.53839,0.43147,0.35989
1.0,0.025,4.0,0.99,0.6,0.26712,-8.21771,0.86728,1.04028
0.1,0.025,10.0,0.99,0.6,0.76561,-4.66281,0.58945,0.57625
0.25,0.03,10.0,0.95,0.4,0.95712,-1.07685,0.23563,0.21136
0.5,0.03,10.0,0.9,0.6,0.90166,-1.61787,0.30677,0.26595
1.0,0.03,10.0,0.99,0.6,0.40215,-8.11142,0.83209,0.92718
0.25,0.025,10.0,0.95,0.5,0.94279,-1.21993,0.25272,0.22587
0.5,0.025,4.0,0.99,0.4,0.42059,-6.66265,0.80662,0.86448
0.25,0.03,5.0,0.9,0.5,0.9237,-1.04277,0.25238,0.22557
0.5,0.025,10.0,0.9,0.6,0.88605,-1.68671,0.29966,0.27312
0.25,0.03,4.0,0.9,0.5,0.94126,-0.83295,0.21004,0.20682
0.1,0.03,10.0,0.9,0.6,0.80913,-2.24983,0.39815,0.33086
0.1,0.03,5.0,0.9,0.6,0.89201,-1.35584,0.30112,0.26008
0.5,0.025,10.0,0.95,0.4,0.95723,-1.33065,0.26764,0.2373
0.5,0.025,5.0,0.9,0.4,0.94905,-0.59645,0.20753,0.17625
0.1,0.03,10.0,0.99,0.5,0.70772,-5.34399,0.64906,0.64543
1.0,0.03,4.0,0.95,0.5,0.70214,-3.52448,0.4609,0.51046
0.5,0.025,10.0,0.9,0.5,0.88264,-1.73772,0.32542,0.27858
0.5,0.025,5.0,0.99,0.4,0.46842,-6.56788,0.77387,0.83549
0.1,0.03,5.0,0.99,0.5,0.58684,-5.28464,0.69568,0.69394
1.0,0.025,5.0,0.9,0.4,0.95165,-0.70763,0.22426,0.1885
0.1,0.03,5.0,0.99,0.6,0.59171,-5.13697,0.65339,0.67737
1.0,0.025,4.0,0.99,0.5,0.30147,-7.9535,0.84023,1.00998
0.25,0.025,4.0,0.9,0.4,0.92158,-1.07688,0.24095,0.23436
0.1,0.025,4.0,0.95,0.4,0.97003,-0.31249,0.17389,0.14808
0.25,0.025,5.0,0.99,0.6,0.55733,-5.53491,0.68405,0.72151
0.1,0.03,4.0,0.95,0.6,0.97145,-0.20677,0.16136,0.13616
0.5,0.03,5.0,0.99,0.4,0.46258,-6.73113,0.81453,0.85365
0.25,0.025,10.0,0.99,0.4,0.70164,-5.40958,0.65258,0.65255
0.5,0.03,4.0,0.9,0.5,0.9646,-0.34777,0.17602,0.15208
0.1,0.03,10.0,0.99,0.4,0.72442,-5.10565,0.61531,0.62216
1.0,0.025,4.0,0.95,0.5,0.69685,-3.5598,0.47375,0.5144
0.1,0.025,4.0,0.95,0.6,0.96928,-0.28409,0.16636,0.14487
0.25,0.025,10.0,0.99,0.5,0.67256,-5.53979,0.64747,0.66517
1.0,0.025,10.0,0.99,0.4,0.48389,-7.83972,0.82146,0.89983
1.0,0.03,10.0,0.99,0.4,0.47242,-7.89621,0.8179,0.90679
1.0,0.03,4.0,0.99,0.4,0.33744,-7.8634,0.91365,0.99983
0.25,0.03,5.0,0.99,0.6,0.52644,-5.87916,0.7304,0.75919
0.5,0.03,10.0,0.9,0.5,0.90205,-1.51332,0.28504,0.25556
1.0,0.03,5.0,0.95,0.5,0.73054,-3.50636,0.45192,0.49747
0.5,0.03,5.0,0.99,0.6,0.40694,-6.98548,0.75037,0.88147
1.0,0.025,5.0,0.95,0.4,0.80954,-2.72468,0.39737,0.41109
0.5,0.025,4.0,0.99,0.5,0.40001,-6.84546,0.7982,0.88544
0.5,0.025,5.0,0.95,0.6,0.89274,-1.68958,0.3162,0.29684
1.0,0.03,5.0,0.95,0.4,0.78404,-3.01857,0.40889,0.44355
0.1,0.025,4.0,0.9,0.5,0.89877,-1.33358,0.2757,0.26325
0.5,0.03,10.0,0.99,0.4,0.5739,-6.92094,0.74703,0.80632
0.1,0.03,4.0,0.9,0.5,0.91573,-1.24349,0.2524,0.25321
0.5,0.03,10.0,0.9,0.4,0.89816,-1.50887,0.29291,0.25531
0.5,0.025,5.0,0.95,0.5,0.90844,-1.4872,0.29154,0.27461
1.0,0.03,4.0,0.95,0.6,0.6298,-4.12478,0.51647,0.57831
0.25,0.03,4.0,0.95,0.5,0.96359,-0.4,0.17899,0.15797
0.5,0.025,4.0,0.95,0.4,0.92711,-1.00853,0.25322,0.2267
0.5,0.03,5.0,0.95,0.6,0.88594,-1.82022,0.30764,0.31141
0.1,0.03,4.0,0.99,0.4,0.56152,-5.12398,0.72004,0.69109
1.0,0.025,5.0,0.99,0.4,0.36612,-7.76819,0.83352,0.96814
0.1,0.03,5.0,0.95,0.5,0.97637,-0.11019,0.15101,0.12257
0.25,0.03,10.0,0.95,0.5,0.95834,-1.12362,0.23998,0.21612
1.0,0.025,5.0,0.95,0.5,0.72147,-3.56206,0.46563,0.50356
0.5,0.03,4.0,0.95,0.5,0.88834,-1.554,0.2905,0.28827
0.25,0.03,5.0,0.95,0.5,0.97368,-0.2657,0.17199,0.13973
0.5,0.03,10.0,0.99,0.6,0.52257,-7.36022,0.77898,0.85073
0.5,0.025,5.0,0.9,0.6,0.94653,-0.67347,0.22243,0.18474
0.25,0.025,5.0,0.95,0.5,0.97353,-0.1812,0.16711,0.13041
1.0,0.025,4.0,0.95,0.6,0.63239,-4.06596,0.53099,0.57164
1.0,0.025,10.0,0.9,0.4,0.92758,-1.6265,0.30793,0.26689
0.5,0.03,5.0,0.99,0.5,0.43827,-7.0269,0.80202,0.88607
0.25,0.025,4.0,0.9,0.5,0.92841,-1.02953,0.22994,0.22899
0.5,0.025,5.0,0.9,0.5,0.94709,-0.64053,0.21635,0.18117
0.5,0.03,5.0,0.9,0.6,0.95292,-0.6096,0.22313,0.17763
0.25,0.03,5.0,0.9,0.6,0.92075,-1.00755,0.25175,0.22166
1.0,0.03,10.0,0.9,0.4,0.93856,-1.52959,0.29892,0.2576
0.25,0.03,5.0,0.9,0.4,0.9224,-1.03451,0.2512,0.22457
0.5,0.03,4.0,0.99,0.6,0.3827,-6.9067,0.78942,0.89236
1.0,0.025,10.0,0.9,0.5,0.90063,-2.11062,0.36513,0.31663
1.0,0.025,5.0,0.99,0.5,0.33767,-7.83976,0.82345,0.9759
1.0,0.025,10.0,0.99,0.6,0.37479,-8.31417,0.85029,0.94651
1.0,0.03,4.0,0.9,0.4,0.94614,-0.69107,0.21917,0.19083
1.0,0.025,10.0,0.9,0.6,0.84596,-2.8609,0.45474,0.39332
1.0,0.03,5.0,0.99,0.6,0.31202,-8.03529,0.83975,0.99753
0.1,0.025,4.0,0.99,0.5,0.59243,-4.81673,0.69567,0.65629
0.1,0.03,5.0,0.95,0.6,0.9771,-0.08495,0.14836,0.1198
1.0,0.03,5.0,0.9,0.5,0.9258,-1.20098,0.27499,0.24299
0.5,0.03,4.0,0.99,0.4,0.41395,-6.83373,0.8456,0.88366
0.25,0.025,10.0,0.99,0.6,0.6514,-5.76511,0.65111,0.68895
0.25,0.025,10.0,0.95,0.4,0.94942,-1.06742,0.22881,0.21062
0.5,0.03,5.0,0.95,0.5,0.91075,-1.47762,0.28408,0.27359
0.1,0.025,5.0,0.99,0.6,0.65507,-4.41677,0.58301,0.59816
0.25,0.03,10.0,0.95,0.6,0.9497,-1.33337,0.27247,0.23741
0.5,0.03,10.0,0.95,0.5,0.93917,-1.81849,0.31001,0.28719
0.25,0.03,4.0,0.95,0.6,0.95829,-0.51264,0.19961,0.17073
0.5,0.025,4.0,0.9,0.5,0.95733,-0.48327,0.19281,0.16737
0.5,0.03,10.0,0.95,0.4,0.95524,-1.61659,0.29716,0.26605
1.0,0.03,5.0,0.9,0.4,0.95498,-0.63118,0.21992,0.18015
0.25,0.03,10.0,0.9,0.5,0.83842,-2.00819,0.36618,0.3063
1.0,0.03,5.0,0.95,0.6,0.65612,-4.10701,0.51785,0.56374
0.25,0.03,5.0,0.95,0.6,0.9721,-0.30613,0.16537,0.14422
1.0,0.025,4.0,0.9,0.6,0.83717,-2.15242,0.367,0.35545
0.5,0.03,5.0,0.95,0.4,0.9326,-1.16145,0.25461,0.23857
0.5,0.025,5.0,0.99,0.5,0.44326,-6.86832,0.77192,0.86888
0.25,0.03,10.0,0.99,0.5,0.64291,-6.05426,0.68982,0.71779
0.5,0.025,4.0,0.95,0.5,0.90339,-1.343,0.2772,0.26438
1.0,0.03,4.0,0.9,0.5,0.92045,-1.15543,0.25938,0.24319
0.5,0.025,4.0,0.99,0.6,0.37772,-7.01537,0.76709,0.90465
0.1,0.025,4.0,0.99,0.6,0.58413,-4.87592,0.68446,0.66327
1.0,0.03,10.0,0.95,0.5,0.7971,-3.75552,0.48059,0.48446
0.5,0.03,5.0,0.9,0.4,0.95872,-0.44652,0.18196,0.15969
0.25,0.03,4.0,0.9,0.4,0.93676,-0.9406,0.22063,0.21889
1.0,0.03,10.0,0.95,0.4,0.85709,-3.18132,0.42638,0.42535
1.0,0.025,5.0,0.99,0.6,0.29026,-8.11696,0.85467,1.00636
0.5,0.03,10.0,0.95,0.6,0.91349,-2.28549,0.36354,0.33426
0.5,0.025,4.0,0.9,0.6,0.94972,-0.62523,0.21407,0.18336
0.5,0.025,10.0,0.99,0.5,0.54424,-7.05668,0.74475,0.81981
0.25,0.03,5.0,0.95,0.4,0.9724,-0.30393,0.17215,0.14396
1.0,0.025,4.0,0.9,0.4,0.94829,-0.73706,0.21951,0.19596
0.1,0.025,5.0,0.95,0.4,0.96614,-0.33495,0.17459,0.14742
0.1,0.03,4.0,0.99,0.6,0.54263,-5.33283,0.72088,0.71468
0.1,0.03,10.0,0.9,0.4,0.80433,-2.30735,0.4038,0.33651
0.1,0.025,5.0,0.99,0.4,0.63499,-4.73764,0.65192,0.63347
0.1,0.025,5.0,0.9,0.4,0.8722,-1.61151,0.32777,0.28836
0.1,0.025,5.0,0.9,0.6,0.87468,-1.58438,0.32575,0.28541
0.1,0.025,4.0,0.95,0.5,0.96909,-0.26607,0.17122,0.14285
0.25,0.025,4.0,0.9,0.6,0.92729,-1.01501,0.23195,0.22727
0.1,0.03,4.0,0.95,0.5,0.97501,-0.13051,0.16018,0.12754
0.25,0.025,4.0,0.95,0.6,0.96645,-0.36493,0.17443,0.15403
0.1,0.025,10.0,0.99,0.4,0.74432,-4.9227,0.6041,0.60343
0.1,0.025,5.0,0.9,0.5,0.87032,-1.63756,0.32889,0.29118
0.1,0.025,5.0,0.95,0.5,0.96327,-0.35615,0.16469,0.14971
0.1,0.025,10.0,0.99,0.5,0.76362,-4.65267,0.59069,0.57555
0.1,0.025,10.0,0.9,0.4,0.77958,-2.4931,0.427,0.3559
0.1,0.03,5.0,0.9,0.5,0.89445,-1.35209,0.29406,0.25965
0.1,0.025,10.0,0.95,0.4,0.9049,-1.41934,0.28507,0.2463
